geneSet,description,link,size,overlap,expect,enrichmentRatio,pValue,FDR,overlapId,userId,cancer,method,logFDR
GO:0043142,single-stranded DNA-dependent ATPase activity,http://amigo.geneontology.org/amigo/term/GO:0043142,13,10,0.453414324,22.05488332,6.13E-13,2.76E-10,1763;5888;5982;5983;5984;5985;10721;56852;63922;79075,RAD51;DSCC1;POLQ;RFC4;DNA2;RFC3;RFC5;RFC2;CHTF18;RAD18,EndometrialCarcinoma,MF,9.55855929
GO:0005721,pericentric heterochromatin,http://amigo.geneontology.org/amigo/term/GO:0005721,15,10,0.522815534,19.1272052,6.01E-12,3.88E-10,1058;1786;3070;3619;9031;9555;10951;11335;23310;23468,CENPA;HELLS;INCENP;NCAPD3;DNMT1;CBX5;H2AFY;CBX3;BAZ1B;CBX1,EndometrialCarcinoma,CC,9.411578374
GO:0061641,CENP-A containing chromatin organization,http://amigo.geneontology.org/amigo/term/GO:0061641,19,11,0.69047116,15.93115055,7.26E-12,7.88E-10,1058;5928;5931;11339;23421;55166;55355;55839;64105;64946;79172,HJURP;CENPA;CENPH;CENPN;OIP5;CENPK;CENPO;ITGB3BP;CENPQ;RBBP7;RBBP4,EndometrialCarcinoma,pos,9.103436215
GO:0000786,nucleosome,http://amigo.geneontology.org/amigo/term/GO:0000786,46,15,1.603300971,9.355698195,1.95E-11,1.17E-09,1058;3006;3007;3008;3009;3012;3015;8329;8331;8338;8340;8345;8970;9555;317772,HIST1H1B;HIST1H2AJ;CENPA;HIST1H2AI;HIST2H2AB;HIST1H2BH;H2AFZ;HIST1H1D;HIST1H1E;H2AFY;HIST2H2AC;HIST1H1C;HIST1H2AE;HIST1H2BJ;HIST1H2BL,EndometrialCarcinoma,CC,8.932966588
GO:0022616,DNA strand elongation,http://amigo.geneontology.org/amigo/term/GO:0022616,20,11,0.726811747,15.13459302,1.56E-11,1.36E-09,1763;2237;3978;5111;5422;5425;5983;5984;51659;64710;84296,FEN1;PCNA;GINS2;LIG1;RFC4;DNA2;RFC3;NUCKS1;POLA1;GINS4;POLD2,EndometrialCarcinoma,pos,8.867791381
GO:0042555,MCM complex,http://amigo.geneontology.org/amigo/term/GO:0042555,7,7,0.243980583,28.6908078,5.90E-11,3.30E-09,4171;4172;4173;4174;4175;4176;84515,MCM7;MCM2;MCM3;MCM4;MCM5;MCM8;MCM6,EndometrialCarcinoma,CC,8.481719711
GO:0000940,condensed chromosome outer kinetochore,http://amigo.geneontology.org/amigo/term/GO:0000940,10,8,0.348543689,22.95264624,8.54E-11,4.47E-09,699;701;891;1063;5347;10403;221150;348235,SKA3;CENPF;PLK1;NDC80;BUB1;CCNB1;BUB1B;SKA2,EndometrialCarcinoma,CC,8.349270091
GO:0005876,spindle microtubule,http://amigo.geneontology.org/amigo/term/GO:0005876,45,14,1.568446602,8.926029093,1.90E-10,9.36E-09,332;983;1062;3832;5347;6790;7283;9055;9212;9735;51203;81930;221150;348235,BIRC5;AURKB;NUSAP1;CDK1;SKA3;PLK1;KIF11;PRC1;CENPE;TUBG1;SKA2;KNTC1;AURKA;KIF18A,EndometrialCarcinoma,CC,8.028687336
GO:0050000,chromosome localization,http://amigo.geneontology.org/amigo/term/GO:0050000,58,16,2.107754067,7.591018444,1.30E-10,9.43E-09,891;1062;1063;3833;3835;9928;10403;10615;11004;55143;55165;55166;81620;81930;83540;113130,CDCA5;CDT1;CDCA8;KIFC1;KIF2C;NUF2;CEP55;CENPF;NDC80;KIF14;CENPE;KIF22;CCNB1;SPAG5;CENPQ;KIF18A,EndometrialCarcinoma,pos,8.025348724
GO:0030894,replisome,http://amigo.geneontology.org/amigo/term/GO:0030894,25,11,0.871359223,12.62395543,2.28E-10,1.06E-08,4172;5111;5422;5424;5425;5557;5558;6117;6119;10714;23649,PCNA;MCM3;RPA3;POLD3;POLA2;POLD1;POLA1;PRIM2;PRIM1;POLD2;RPA1,EndometrialCarcinoma,CC,7.974308431
GO:0036297,interstrand cross-link repair,http://amigo.geneontology.org/amigo/term/GO:0036297,37,13,1.344601733,9.668290383,2.49E-10,1.54E-08,2177;2187;2189;5888;6117;6119;10635;29089;55120;55215;64710;84515;146956,RAD51AP1;RAD51;FANCI;UBE2T;FANCD2;FANCG;RPA3;NUCKS1;EME1;FANCB;MCM8;FANCL;RPA1,EndometrialCarcinoma,pos,7.811080599
GO:0003684,damaged DNA binding,http://amigo.geneontology.org/amigo/term/GO:0003684,65,17,2.267071618,7.498660328,4.64E-11,1.57E-08,641;672;1643;2189;2237;3146;3148;4436;5111;5424;5932;6117;6119;7515;9401;10721;56852,FEN1;PCNA;POLQ;BRCA1;RECQL4;HMGB2;FANCG;HMGB1;RPA3;POLD1;DDB2;BLM;RBBP8;MSH2;XRCC1;RPA1;RAD18,EndometrialCarcinoma,MF,7.804373167
GO:0042769,"DNA damage response, detection of DNA damage",http://amigo.geneontology.org/amigo/term/GO:0042769,38,13,1.38094232,9.413861689,3.66E-10,1.99E-08,5111;5424;5425;5982;5983;5984;5985;6117;6119;7398;10714;51514;56852,PCNA;DTL;RFC4;RFC3;RFC5;RPA3;POLD3;USP1;RFC2;POLD1;POLD2;RPA1;RAD18,EndometrialCarcinoma,pos,7.701555292
GO:0031390,Ctf18 RFC-like complex,http://amigo.geneontology.org/amigo/term/GO:0031390,8,7,0.278834951,25.10445682,4.58E-10,2.02E-08,1663;5982;5983;5984;5985;63922;79075,DSCC1;RFC4;RFC3;RFC5;RFC2;DDX11;CHTF18,EndometrialCarcinoma,CC,7.694486352
GO:0043601,nuclear replisome,http://amigo.geneontology.org/amigo/term/GO:0043601,23,10,0.801650485,12.47426426,1.78E-09,7.47E-08,4172;5422;5424;5425;5557;5558;6117;6119;10714;23649,MCM3;RPA3;POLD3;POLA2;POLD1;POLA1;PRIM2;PRIM1;POLD2;RPA1,EndometrialCarcinoma,CC,7.126412789
GO:0005720,nuclear heterochromatin,http://amigo.geneontology.org/amigo/term/GO:0005720,31,11,1.080485437,10.18060922,3.59E-09,1.43E-07,1058;3008;3009;3015;9555;10951;11335;23310;23468;29128;146956,UHRF1;HIST1H1B;CENPA;H2AFZ;NCAPD3;HIST1H1E;CBX5;EME1;H2AFY;CBX3;CBX1,EndometrialCarcinoma,CC,6.844467251
GO:1904029,regulation of cyclin-dependent protein kinase activity,http://amigo.geneontology.org/amigo/term/GO:1904029,84,17,3.052609339,5.569006091,6.30E-09,3.04E-07,60;641;890;891;898;899;990;995;1019;1029;1032;1033;1163;5347;9088;9133;9134,PKMYT1;CCNA2;CKS1B;CDKN3;CCNB2;CDC6;PLK1;CDC25C;CCNB1;CCNF;CCNE2;CDKN2A;CDK4;ACTB;BLM;CCNE1;CDKN2D,EndometrialCarcinoma,pos,6.51748601
GO:0031491,nucleosome binding,http://amigo.geneontology.org/amigo/term/GO:0031491,60,15,2.092681493,7.167837079,1.31E-09,3.54E-07,60;86;1058;3006;3007;3008;3009;3015;3151;5928;7443;9555;11198;26147;29128,UHRF1;HIST1H1B;HMGN2;CENPA;PHF19;H2AFZ;HIST1H1D;HIST1H1E;VRK1;H2AFY;ACTL6A;ACTB;HIST1H1C;RBBP4;SUPT16H,EndometrialCarcinoma,MF,6.451488119
GO:0045023,G0 to G1 transition,http://amigo.geneontology.org/amigo/term/GO:0045023,40,12,1.453623495,8.255232558,9.78E-09,4.25E-07,672;1111;1869;2146;5888;5928;5931;5932;6241;7027;11335;23468,RRM2;RAD51;E2F1;BRCA1;CHEK1;EZH2;CBX5;TFDP1;CBX3;RBBP8;RBBP7;RBBP4,EndometrialCarcinoma,pos,6.371993814
GO:0031298,replication fork protection complex,http://amigo.geneontology.org/amigo/term/GO:0031298,7,6,0.243980583,24.59212097,1.17E-08,4.46E-07,8318;8914;51659;54962;55388;84296,MCM10;CDC45;GINS2;TIMELESS;TIPIN;GINS4,EndometrialCarcinoma,CC,6.351100659
GO:0051233,spindle midzone,http://amigo.geneontology.org/amigo/term/GO:0051233,29,10,1.010776699,9.893382,2.59E-08,9.44E-07,990;1062;5347;6790;9212;9585;9928;29127;55143;81930,AURKB;CDCA8;CDC6;PLK1;KIF14;CENPE;RACGAP1;KIF20B;AURKA;KIF18A,EndometrialCarcinoma,CC,6.025250207
GO:0000307,cyclin-dependent protein kinase holoenzyme complex,http://amigo.geneontology.org/amigo/term/GO:0000307,37,11,1.28961165,8.529699616,3.00E-08,1.05E-06,890;891;898;899;983;1017;1019;1032;1163;9133;9134,CCNA2;CKS1B;CDK1;CCNB2;CCNB1;CCNF;CDK2;CCNE2;CDK4;CCNE1;CDKN2D,EndometrialCarcinoma,CC,5.980033064
GO:0003688,DNA replication origin binding,http://amigo.geneontology.org/amigo/term/GO:0003688,10,7,0.348780249,20.06994382,6.49E-09,1.46E-06,990;1663;4171;4174;5422;8318;55388,MCM10;CDC45;CDC6;MCM2;MCM5;DDX11;POLA1,EndometrialCarcinoma,MF,5.834598515
GO:0005658,alpha DNA polymerase:primase complex,http://amigo.geneontology.org/amigo/term/GO:0005658,5,5,0.174271845,28.6908078,5.01E-08,1.68E-06,4172;5422;5557;5558;23649,MCM3;POLA2;POLA1;PRIM2;PRIM1,EndometrialCarcinoma,CC,5.775136365
GO:0035173,histone kinase activity,http://amigo.geneontology.org/amigo/term/GO:0035173,15,8,0.523170373,15.29138577,1.05E-08,2.03E-06,891;983;1017;1111;6790;7443;9031;9212,AURKB;CDK1;CHEK1;CCNB1;CDK2;VRK1;AURKA;BAZ1B,EndometrialCarcinoma,MF,5.691910592
GO:0031023,microtubule organizing center organization,http://amigo.geneontology.org/amigo/term/GO:0031023,98,17,3.561377562,4.773433792,7.08E-08,2.79E-06,672;675;899;983;1017;1111;3832;5347;6491;6790;9793;10733;22995;55835;115106;163786;284403,CDK1;PLK1;KIF11;BRCA1;CHEK1;STIL;PLK4;BRCA2;WDR62;CCNF;CDK2;HAUS1;SASS6;CKAP5;AURKA;CEP152;CENPJ,EndometrialCarcinoma,pos,5.553660443
GO:0031492,nucleosomal DNA binding,http://amigo.geneontology.org/amigo/term/GO:0031492,37,11,1.290486921,8.523914364,3.02E-08,5.10E-06,60;86;1058;3006;3007;3008;3009;3015;3151;5928;9555,HIST1H1B;HMGN2;CENPA;H2AFZ;HIST1H1D;HIST1H1E;H2AFY;ACTL6A;ACTB;HIST1H1C;RBBP4,EndometrialCarcinoma,MF,5.29264399
GO:0006284,base-excision repair,http://amigo.geneontology.org/amigo/term/GO:0006284,41,11,1.489964082,7.382728304,1.48E-07,5.35E-06,1763;2237;3146;3978;5424;6117;6119;7515;9401;10038;10721,FEN1;POLQ;LIG1;RECQL4;DNA2;HMGB1;RPA3;POLD1;PARP2;XRCC1;RPA1,EndometrialCarcinoma,pos,5.272040719
GO:0003689,DNA clamp loader activity,http://amigo.geneontology.org/amigo/term/GO:0003689,8,6,0.279024199,21.50351124,4.56E-08,6.16E-06,5982;5983;5984;5985;63922;79075,DSCC1;RFC4;RFC3;RFC5;RFC2;CHTF18,EndometrialCarcinoma,MF,5.210229713
GO:0033170,protein-DNA loading ATPase activity,http://amigo.geneontology.org/amigo/term/GO:0033170,8,6,0.279024199,21.50351124,4.56E-08,6.16E-06,5982;5983;5984;5985;63922;79075,DSCC1;RFC4;RFC3;RFC5;RFC2;CHTF18,EndometrialCarcinoma,MF,5.210229713
GO:0005663,DNA replication factor C complex,http://amigo.geneontology.org/amigo/term/GO:0005663,6,5,0.209126214,23.9090065,2.92E-07,9.40E-06,5111;5982;5983;5984;5985,PCNA;RFC4;RFC3;RFC5;RFC2,EndometrialCarcinoma,CC,5.026644805
GO:0000800,lateral element,http://amigo.geneontology.org/amigo/term/GO:0000800,10,6,0.348543689,17.21448468,3.21E-07,9.96E-06,641;672;675;3619;5888;9126,RAD51;BRCA1;BRCA2;INCENP;SMC3;BLM,EndometrialCarcinoma,CC,5.001746909
GO:0000217,DNA secondary structure binding,http://amigo.geneontology.org/amigo/term/GO:0000217,19,8,0.662682473,12.07214666,1.09E-07,1.34E-05,641;3146;3148;4436;5889;5932;9401;56852,RECQL4;HMGB2;HMGB1;BLM;RAD51C;RBBP8;MSH2;RAD18,EndometrialCarcinoma,MF,4.871695409
GO:0003678,DNA helicase activity,http://amigo.geneontology.org/amigo/term/GO:0003678,43,11,1.49975507,7.334530964,1.68E-07,1.89E-05,641;1663;1763;4173;4175;4176;8318;9401;51659;83990;84296,MCM7;CDC45;GINS2;MCM4;RECQL4;DNA2;BRIP1;DDX11;BLM;GINS4;MCM6,EndometrialCarcinoma,MF,4.722628531
GO:0090734,site of DNA damage,http://amigo.geneontology.org/amigo/term/GO:0090734,49,11,1.707864078,6.440793588,7.02E-07,2.10E-05,5888;5932;6117;6119;10459;10951;11335;23468;56852;79968;83666,RAD51;WDR76;RPA3;CBX5;MAD2L2;CBX3;RBBP8;CBX1;PARP9;RPA1;RAD18,EndometrialCarcinoma,CC,4.677856233
GO:0005814,centriole,http://amigo.geneontology.org/amigo/term/GO:0005814,88,14,3.067184466,4.564446695,1.87E-06,5.41E-05,899;5347;5901;6491;6790;7153;7283;10733;22995;55165;55835;84131;163786;284403,TOP2A;CEP55;PLK1;TUBG1;STIL;PLK4;WDR62;CCNF;SASS6;RAN;AURKA;CEP152;CENPJ;CEP78,EndometrialCarcinoma,CC,4.266422264
GO:0016538,cyclin-dependent protein serine/threonine kinase regulator activity,http://amigo.geneontology.org/amigo/term/GO:0016538,39,10,1.360242971,7.351627773,6.05E-07,6.29E-05,890;891;898;899;1019;1029;1032;1163;9133;9134,CCNA2;CKS1B;CCNB2;CCNB1;CCNF;CCNE2;CDKN2A;CDK4;CCNE1;CDKN2D,EndometrialCarcinoma,MF,4.201208426
GO:0010369,chromocenter,http://amigo.geneontology.org/amigo/term/GO:0010369,13,6,0.453106796,13.24191129,2.40E-06,6.70E-05,3619;9212;10951;11339;23468;55143,AURKB;CDCA8;OIP5;INCENP;CBX5;CBX1,EndometrialCarcinoma,CC,4.173966812
GO:0007292,female gamete generation,http://amigo.geneontology.org/amigo/term/GO:0007292,87,14,3.161631101,4.428094092,2.62E-06,8.75E-05,675;891;994;5347;5889;6790;7153;9319;11144;23397;26271;29781;84515;259266,TOP2A;ASPM;NCAPH;PLK1;FBXO5;BRCA2;CCNB1;TRIP13;NCAPH2;CDC25B;AURKA;RAD51C;MCM8;DMC1,EndometrialCarcinoma,pos,4.057807352
GO:0045120,pronucleus,http://amigo.geneontology.org/amigo/term/GO:0045120,14,6,0.487961165,12.29606049,4.07E-06,0.000108925,641;890;1063;2146;6790;10951,CCNA2;CENPF;EZH2;AURKA;BLM;CBX1,EndometrialCarcinoma,CC,3.962870968
GO:0000795,synaptonemal complex,http://amigo.geneontology.org/amigo/term/GO:0000795,21,7,0.731941748,9.5636026,4.49E-06,0.000108925,641;672;675;3619;5347;5888;9126,RAD51;PLK1;BRCA1;BRCA2;INCENP;SMC3;BLM,EndometrialCarcinoma,CC,3.962870968
GO:0099086,synaptonemal structure,http://amigo.geneontology.org/amigo/term/GO:0099086,21,7,0.731941748,9.5636026,4.49E-06,0.000108925,641;672;675;3619;5347;5888;9126,RAD51;PLK1;BRCA1;BRCA2;INCENP;SMC3;BLM,EndometrialCarcinoma,CC,3.962870968
GO:0046540,U4/U6 x U5 tri-snRNP complex,http://amigo.geneontology.org/amigo/term/GO:0046540,29,8,1.010776699,7.9147056,4.55E-06,0.000108925,6628;6632;6635;6637;23658;25804;27258;57819,LSM4;SNRPE;SNRPG;LSM2;LSM3;SNRPB;LSM5;SNRPD1,EndometrialCarcinoma,CC,3.962870968
GO:0097526,spliceosomal tri-snRNP complex,http://amigo.geneontology.org/amigo/term/GO:0097526,29,8,1.010776699,7.9147056,4.55E-06,0.000108925,6628;6632;6635;6637;23658;25804;27258;57819,LSM4;SNRPE;SNRPG;LSM2;LSM3;SNRPB;LSM5;SNRPD1,EndometrialCarcinoma,CC,3.962870968
GO:0071005,U2-type precatalytic spliceosome,http://amigo.geneontology.org/amigo/term/GO:0071005,30,8,1.045631068,7.65088208,6.02E-06,0.000136275,6628;6632;6635;6637;23658;25804;27258;57819,LSM4;SNRPE;SNRPG;LSM2;LSM3;SNRPB;LSM5;SNRPD1,EndometrialCarcinoma,CC,3.865582496
GO:0071011,precatalytic spliceosome,http://amigo.geneontology.org/amigo/term/GO:0071011,30,8,1.045631068,7.65088208,6.02E-06,0.000136275,6628;6632;6635;6637;23658;25804;27258;57819,LSM4;SNRPE;SNRPG;LSM2;LSM3;SNRPB;LSM5;SNRPD1,EndometrialCarcinoma,CC,3.865582496
GO:0006298,mismatch repair,http://amigo.geneontology.org/amigo/term/GO:0006298,28,8,1.017536446,7.862126246,4.61E-06,0.000142837,3146;3978;4436;5111;6117;6119;9156;10714,PCNA;EXO1;LIG1;HMGB1;RPA3;POLD3;MSH2;RPA1,EndometrialCarcinoma,pos,3.845160526
GO:0042575,DNA polymerase complex,http://amigo.geneontology.org/amigo/term/GO:0042575,15,6,0.522815534,11.47632312,6.59E-06,0.000145363,1763;5424;5425;5427;10459;10714,DNA2;POLE2;POLD3;POLD1;MAD2L2;POLD2,EndometrialCarcinoma,CC,3.83754527
GO:0032133,chromosome passenger complex,http://amigo.geneontology.org/amigo/term/GO:0032133,5,4,0.174271845,22.95264624,7.06E-06,0.000151015,332;6790;9212;55143,BIRC5;AURKB;CDCA8;AURKA,EndometrialCarcinoma,CC,3.820979018
GO:0005871,kinesin complex,http://amigo.geneontology.org/amigo/term/GO:0005871,40,9,1.394174757,6.455431755,7.21E-06,0.000151015,1062;3832;3833;3835;9493;9585;9928;11004;81930,KIFC1;KIF2C;KIF11;KIF23;KIF14;CENPE;KIF22;KIF20B;KIF18A,EndometrialCarcinoma,CC,3.820979018
GO:0097431,mitotic spindle pole,http://amigo.geneontology.org/amigo/term/GO:0097431,23,7,0.801650485,8.731984982,8.92E-06,0.000182221,6790;8243;9126;9585;10615;29899;259266,ASPM;SPAG5;KIF20B;SMC3;SMC1A;AURKA;GPSM2,EndometrialCarcinoma,CC,3.739400739
GO:0008278,cohesin complex,http://amigo.geneontology.org/amigo/term/GO:0008278,10,5,0.348543689,14.3454039,1.09E-05,0.000217731,1663;5885;8243;9126;113130,CDCA5;SMC3;DDX11;SMC1A;RAD21,EndometrialCarcinoma,CC,3.662078805
GO:0031490,chromatin DNA binding,http://amigo.geneontology.org/amigo/term/GO:0031490,81,13,2.825120016,4.601574421,3.98E-06,0.000384591,60;86;1058;2146;3006;3007;3008;3009;3015;3151;5928;9555;10664,HIST1H1B;HMGN2;CENPA;EZH2;H2AFZ;HIST1H1D;HIST1H1E;H2AFY;ACTL6A;ACTB;HIST1H1C;CTCF;RBBP4,EndometrialCarcinoma,MF,3.41500061
GO:0005688,U6 snRNP,http://amigo.geneontology.org/amigo/term/GO:0005688,6,4,0.209126214,19.1272052,2.06E-05,0.000392284,23658;25804;27258;57819,LSM4;LSM2;LSM3;LSM5,EndometrialCarcinoma,CC,3.406399409
GO:0120115,Lsm2-8 complex,http://amigo.geneontology.org/amigo/term/GO:0120115,6,4,0.209126214,19.1272052,2.06E-05,0.000392284,23658;25804;27258;57819,LSM4;LSM2;LSM3;LSM5,EndometrialCarcinoma,CC,3.406399409
GO:0004520,endodeoxyribonuclease activity,http://amigo.geneontology.org/amigo/term/GO:0004520,22,7,0.767316547,9.122701736,6.42E-06,0.000526111,1763;2237;5889;5932;7515;9156;146956,FEN1;EXO1;DNA2;EME1;RAD51C;RBBP8;XRCC1,EndometrialCarcinoma,MF,3.278922748
GO:0003887,DNA-directed DNA polymerase activity,http://amigo.geneontology.org/amigo/term/GO:0003887,22,7,0.767316547,9.122701736,6.42E-06,0.000526111,5422;5424;5425;5427;10714;10721;23649,POLQ;POLE2;POLD3;POLA2;POLD1;POLA1;POLD2,EndometrialCarcinoma,MF,3.278922748
GO:0070182,DNA polymerase binding,http://amigo.geneontology.org/amigo/term/GO:0070182,15,6,0.523170373,11.46853933,6.62E-06,0.000526111,2177;3146;5111;5888;55215;81620,CDT1;RAD51;FANCI;PCNA;FANCD2;HMGB1,EndometrialCarcinoma,MF,3.278922748
GO:0034709,methylosome,http://amigo.geneontology.org/amigo/term/GO:0034709,12,5,0.418252427,11.95450325,3.24E-05,0.000602752,2079;6628;6632;6635;6637,SNRPE;SNRPG;ERH;SNRPB;SNRPD1,EndometrialCarcinoma,CC,3.219861273
GO:0009262,deoxyribonucleotide metabolic process,http://amigo.geneontology.org/amigo/term/GO:0009262,25,7,0.908514684,7.704883721,2.15E-05,0.0006218,1841;1854;4521;6240;6241;6470;7298,RRM2;TYMS;DUT;RRM1;DTYMK;NUDT1;SHMT1,EndometrialCarcinoma,pos,3.206349352
GO:0097525,spliceosomal snRNP complex,http://amigo.geneontology.org/amigo/term/GO:0097525,48,9,1.673009709,5.379526462,3.46E-05,0.000629504,6628;6631;6632;6635;6637;23658;25804;27258;57819,LSM4;SNRPE;SNRPG;LSM2;LSM3;SNRPB;LSM5;SNRPC;SNRPD1,EndometrialCarcinoma,CC,3.201001188
GO:0031618,nuclear pericentric heterochromatin,http://amigo.geneontology.org/amigo/term/GO:0031618,7,4,0.243980583,16.39474731,4.67E-05,0.00083332,1058;11335;23310;23468,CENPA;NCAPD3;CBX5;CBX3,EndometrialCarcinoma,CC,3.079188265
GO:1902554,serine/threonine protein kinase complex,http://amigo.geneontology.org/amigo/term/GO:1902554,75,11,2.61407767,4.207985144,5.24E-05,0.00091414,890;891;898;899;983;1017;1019;1032;1163;9133;9134,CCNA2;CKS1B;CDK1;CCNB2;CCNB1;CCNF;CDK2;CCNE2;CDK4;CCNE1;CDKN2D,EndometrialCarcinoma,CC,3.038987335
GO:0000726,non-recombinational repair,http://amigo.geneontology.org/amigo/term/GO:0000726,59,10,2.144094655,4.663973197,4.53E-05,0.001227656,580;641;672;5422;5932;7515;7913;10459;10721;83666,POLQ;BRCA1;BARD1;DEK;MAD2L2;POLA1;BLM;RBBP8;XRCC1;PARP9,EndometrialCarcinoma,pos,2.910923228
GO:0097472,cyclin-dependent protein kinase activity,http://amigo.geneontology.org/amigo/term/GO:0097472,34,8,1.185852846,6.746199603,1.66E-05,0.001246167,890;891;898;983;1017;1019;9133;9134,CCNA2;CDK1;CCNB2;CCNB1;CDK2;CCNE2;CDK4;CCNE1,EndometrialCarcinoma,MF,2.904423756
GO:0000400,four-way junction DNA binding,http://amigo.geneontology.org/amigo/term/GO:0000400,11,5,0.383658274,13.03243105,1.95E-05,0.001342996,641;3146;3148;4436;5889,HMGB2;HMGB1;BLM;RAD51C;MSH2,EndometrialCarcinoma,MF,2.8719254
GO:0003777,microtubule motor activity,http://amigo.geneontology.org/amigo/term/GO:0003777,56,10,1.953169394,5.119883628,2.00E-05,0.001342996,1062;3832;3833;3835;9126;9493;9585;9928;11004;81930,KIFC1;KIF2C;KIF11;KIF23;KIF14;CENPE;KIF22;KIF20B;SMC3;KIF18A,EndometrialCarcinoma,MF,2.8719254
GO:0004536,deoxyribonuclease activity,http://amigo.geneontology.org/amigo/term/GO:0004536,35,8,1.220730871,6.553451043,2.09E-05,0.001342996,1763;2237;5424;5889;5932;7515;9156;146956,FEN1;EXO1;DNA2;POLD1;EME1;RAD51C;RBBP8;XRCC1,EndometrialCarcinoma,MF,2.8719254
GO:0030532,small nuclear ribonucleoprotein complex,http://amigo.geneontology.org/amigo/term/GO:0030532,55,9,1.916990291,4.694859458,0.00010565,0.001806827,6628;6631;6632;6635;6637;23658;25804;27258;57819,LSM4;SNRPE;SNRPG;LSM2;LSM3;SNRPB;LSM5;SNRPC;SNRPD1,EndometrialCarcinoma,CC,2.743083424
GO:0034061,DNA polymerase activity,http://amigo.geneontology.org/amigo/term/GO:0034061,28,7,0.976584697,7.167837079,3.72E-05,0.002284913,5422;5424;5425;5427;10714;10721;23649,POLQ;POLE2;POLD3;POLA2;POLD1;POLA1;POLD2,EndometrialCarcinoma,MF,2.641130286
GO:0005687,U4 snRNP,http://amigo.geneontology.org/amigo/term/GO:0005687,9,4,0.31368932,12.75147013,0.000159136,0.00266712,6628;6632;6635;6637,SNRPE;SNRPG;SNRPB;SNRPD1,EndometrialCarcinoma,CC,2.573957467
GO:0010997,anaphase-promoting complex binding,http://amigo.geneontology.org/amigo/term/GO:0010997,7,4,0.244146174,16.38362761,4.69E-05,0.002754306,991;5347;26271;63967,CLSPN;PLK1;CDC20;FBXO5,EndometrialCarcinoma,MF,2.559987874
GO:0005689,U12-type spliceosomal complex,http://amigo.geneontology.org/amigo/term/GO:0005689,25,6,0.871359223,6.885793872,0.000173483,0.002850571,4904;6628;6632;6635;6637;79622,SNRPE;SNRNP25;SNRPG;SNRPB;SNRPD1;YBX1,EndometrialCarcinoma,CC,2.545068067
GO:0043138,3'-5' DNA helicase activity,http://amigo.geneontology.org/amigo/term/GO:0043138,13,5,0.453414324,11.02744166,5.13E-05,0.00288726,641;8318;9401;51659;84296,CDC45;GINS2;RECQL4;BLM;GINS4,EndometrialCarcinoma,MF,2.539514123
GO:0005685,U1 snRNP,http://amigo.geneontology.org/amigo/term/GO:0005685,17,5,0.592524272,8.438472882,0.000218903,0.003527704,6628;6631;6632;6635;6637,SNRPE;SNRPG;SNRPB;SNRPC;SNRPD1,EndometrialCarcinoma,CC,2.45250787
GO:0000152,nuclear ubiquitin ligase complex,http://amigo.geneontology.org/amigo/term/GO:0000152,37,7,1.28961165,5.427990665,0.000245734,0.003885387,580;672;701;991;10459;11065;51529,UBE2C;CDC20;BRCA1;BUB1B;BARD1;MAD2L2;ANAPC11,EndometrialCarcinoma,CC,2.410565744
GO:1990023,mitotic spindle midzone,http://amigo.geneontology.org/amigo/term/GO:1990023,10,4,0.348543689,11.47632312,0.000257952,0.004003028,1062;9212;9585;81930,AURKB;CENPE;KIF20B;KIF18A,EndometrialCarcinoma,CC,2.397611382
GO:0005680,anaphase-promoting complex,http://amigo.geneontology.org/amigo/term/GO:0005680,18,5,0.627378641,7.969668833,0.000294493,0.004487009,701;991;10459;11065;51529,UBE2C;CDC20;BUB1B;MAD2L2;ANAPC11,EndometrialCarcinoma,CC,2.348043023
GO:1902911,protein kinase complex,http://amigo.geneontology.org/amigo/term/GO:1902911,91,11,3.171747573,3.468119624,0.000307616,0.004524037,890;891;898;899;983;1017;1019;1032;1163;9133;9134,CCNA2;CKS1B;CDK1;CCNB2;CCNB1;CCNF;CDK2;CCNE2;CDK4;CCNE1;CDKN2D,EndometrialCarcinoma,CC,2.344473867
GO:0120114,Sm-like protein family complex,http://amigo.geneontology.org/amigo/term/GO:0120114,63,9,2.195825243,4.098686828,0.000307721,0.004524037,6628;6631;6632;6635;6637;23658;25804;27258;57819,LSM4;SNRPE;SNRPG;LSM2;LSM3;SNRPB;LSM5;SNRPC;SNRPD1,EndometrialCarcinoma,CC,2.344473867
GO:0016363,nuclear matrix,http://amigo.geneontology.org/amigo/term/GO:0016363,93,11,3.241456311,3.393536406,0.000372418,0.005380797,641;1063;1072;3181;4001;5422;5885;8089;8243;9126;29128,UHRF1;CENPF;YEATS4;SMC3;SMC1A;POLA1;LMNB1;BLM;CFL1;RAD21;HNRNPA2B1,EndometrialCarcinoma,CC,2.269153402
GO:1990726,Lsm1-7-Pat1 complex,http://amigo.geneontology.org/amigo/term/GO:1990726,5,3,0.174271845,17.21448468,0.00039853,0.005660471,23658;27258;57819,LSM2;LSM3;LSM5,EndometrialCarcinoma,CC,2.247147405
GO:0004693,cyclin-dependent protein serine/threonine kinase activity,http://amigo.geneontology.org/amigo/term/GO:0004693,33,7,1.150974821,6.081801158,0.000115412,0.006001441,891;898;983;1017;1019;9133;9134,CDK1;CCNB2;CCNB1;CDK2;CCNE2;CDK4;CCNE1,EndometrialCarcinoma,MF,2.22174447
